gene_id	xtr_pep
PECUL23A024591	ENSXETP00000003016
PECUL23A024594	ENSXETP00000007333
PECUL23A024595	ENSXETP00000065274
PECUL23A024596	ENSXETP00000099028
PECUL23A024597	ENSXETP00000003498
PECUL23A024598	ENSXETP00000048372
PECUL23A024600	ENSXETP00000082256
PECUL23A024602	ENSXETP00000099611
PECUL23A024606	ENSXETP00000079935
PECUL23A024610	ENSXETP00000012378
PECUL23A024613	ENSXETP00000076940
PECUL23A024620	ENSXETP00000011069
PECUL23A024621	ENSXETP00000066019
PECUL23A024626	ENSXETP00000014376
PECUL23A024631	ENSXETP00000011368
PECUL23A024632	ENSXETP00000066019
PECUL23A024634	ENSXETP00000040039
PECUL23A024636	ENSXETP00000100751
PECUL23A024638	ENSXETP00000008539
PECUL23A024639	ENSXETP00000022617
PECUL23A024645	ENSXETP00000036335
PECUL23A024650	ENSXETP00000059249
PECUL23A024652	ENSXETP00000050713
PECUL23A024654	ENSXETP00000086708
PECUL23A024663	ENSXETP00000084861
PECUL23A024666	ENSXETP00000021065
PECUL23A024672	ENSXETP00000067632
PECUL23A024673	ENSXETP00000067437
PECUL23A024675	ENSXETP00000072826
PECUL23A024679	ENSXETP00000090774
PECUL23A024682	ENSXETP00000048471
PECUL23A024688	ENSXETP00000065565
PECUL23A024689	ENSXETP00000061898
PECUL23A024692	ENSXETP00000079114
PECUL23A024693	ENSXETP00000066019
PECUL23A024697	ENSXETP00000042167
PECUL23A024698	ENSXETP00000090472
PECUL23A024699	ENSXETP00000039314
PECUL23A024706	ENSXETP00000016656
PECUL23A024709	ENSXETP00000086326
PECUL23A024711	ENSXETP00000027868
PECUL23A024714	ENSXETP00000024422
PECUL23A024716	ENSXETP00000061528
PECUL23A024717	ENSXETP00000098088
PECUL23A024719	ENSXETP00000036344
PECUL23A024723	ENSXETP00000099645
PECUL23A024725	ENSXETP00000075076
PECUL23A024727	ENSXETP00000002083
PECUL23A024728	ENSXETP00000084967
PECUL23A024729	ENSXETP00000062126
PECUL23A024731	ENSXETP00000015967
PECUL23A024734	ENSXETP00000079095
PECUL23A024735	ENSXETP00000073362
PECUL23A024737	ENSXETP00000066019
PECUL23A024741	ENSXETP00000008355
PECUL23A024743	ENSXETP00000093655
PECUL23A024745	ENSXETP00000099847
PECUL23A024747	ENSXETP00000008071
PECUL23A024752	ENSXETP00000013585
PECUL23A024757	ENSXETP00000033842
PECUL23A024759	ENSXETP00000039863
PECUL23A024760	ENSXETP00000101503
PECUL23A024763	ENSXETP00000051391
PECUL23A024766	ENSXETP00000003574
PECUL23A024768	ENSXETP00000007213
PECUL23A024770	ENSXETP00000089245
PECUL23A024776	ENSXETP00000101307
PECUL23A024777	ENSXETP00000066019
PECUL23A024782	ENSXETP00000003678
PECUL23A024783	ENSXETP00000066019
PECUL23A024784	ENSXETP00000101326
PECUL23A024792	ENSXETP00000004955
PECUL23A024794	ENSXETP00000053257
PECUL23A024795	ENSXETP00000034102
PECUL23A024796	ENSXETP00000070228
PECUL23A024800	ENSXETP00000067613
PECUL23A024803	ENSXETP00000071519
PECUL23A024806	ENSXETP00000044973
PECUL23A024810	ENSXETP00000039087
PECUL23A024811	ENSXETP00000098321
PECUL23A024812	ENSXETP00000004901
PECUL23A024813	ENSXETP00000100220
PECUL23A024814	ENSXETP00000069290
PECUL23A024817	ENSXETP00000073995
PECUL23A024818	ENSXETP00000061934
PECUL23A024819	ENSXETP00000097788
PECUL23A024820	ENSXETP00000043628
PECUL23A024822	ENSXETP00000072826
PECUL23A024824	ENSXETP00000083650
PECUL23A024825	ENSXETP00000054551
PECUL23A024834	ENSXETP00000050639
PECUL23A024836	ENSXETP00000044306
PECUL23A024838	ENSXETP00000031671
PECUL23A024839	ENSXETP00000034895
PECUL23A024840	ENSXETP00000063723
PECUL23A024843	ENSXETP00000023815
PECUL23A024844	ENSXETP00000058599
PECUL23A024846	ENSXETP00000089245
PECUL23A024851	ENSXETP00000014378
PECUL23A024852	ENSXETP00000068990
PECUL23A024853	ENSXETP00000015128
PECUL23A024854	ENSXETP00000026797
PECUL23A024855	ENSXETP00000026865
PECUL23A024856	ENSXETP00000089410
PECUL23A024861	ENSXETP00000008862
PECUL23A024862	ENSXETP00000100632
PECUL23A024866	ENSXETP00000011957
PECUL23A024870	ENSXETP00000063407
PECUL23A024875	ENSXETP00000098976
PECUL23A024876	ENSXETP00000058431
PECUL23A024878	ENSXETP00000099375
PECUL23A024880	ENSXETP00000015147
PECUL23A024881	ENSXETP00000007104
PECUL23A024885	ENSXETP00000000603
PECUL23A024886	ENSXETP00000080592
PECUL23A024887	ENSXETP00000047377
PECUL23A024892	ENSXETP00000035260
PECUL23A024897	ENSXETP00000090254
PECUL23A024899	ENSXETP00000089410
PECUL23A024900	ENSXETP00000074055
PECUL23A024901	ENSXETP00000097086
PECUL23A024903	ENSXETP00000084025
PECUL23A024906	ENSXETP00000100751
PECUL23A024913	ENSXETP00000098967
PECUL23A024919	ENSXETP00000051143
PECUL23A024921	ENSXETP00000018369
PECUL23A024927	ENSXETP00000061707
PECUL23A024928	ENSXETP00000084056
PECUL23A024929	ENSXETP00000062587
PECUL23A024930	ENSXETP00000076457
PECUL23A024931	ENSXETP00000061898
PECUL23A024935	ENSXETP00000094359
PECUL23A024936	ENSXETP00000043922
PECUL23A024937	ENSXETP00000098088
PECUL23A024939	ENSXETP00000009326
PECUL23A024940	ENSXETP00000009395
PECUL23A024942	ENSXETP00000086177
PECUL23A024944	ENSXETP00000061821
PECUL23A024946	ENSXETP00000100751
PECUL23A024951	ENSXETP00000061898
PECUL23A024955	ENSXETP00000000100
PECUL23A024957	ENSXETP00000075588
PECUL23A024958	ENSXETP00000072826
PECUL23A024959	ENSXETP00000058414
PECUL23A024961	ENSXETP00000016558
PECUL23A024962	ENSXETP00000059270
PECUL23A024964	ENSXETP00000087857
PECUL23A024966	ENSXETP00000090774
PECUL23A024970	ENSXETP00000007168
PECUL23A024972	ENSXETP00000094287
PECUL23A024973	ENSXETP00000059252
PECUL23A024975	ENSXETP00000077434
PECUL23A024976	ENSXETP00000049562
PECUL23A024977	ENSXETP00000084171
PECUL23A024978	ENSXETP00000072826
PECUL23A024979	ENSXETP00000063832
PECUL23A024983	ENSXETP00000032385
PECUL23A024986	ENSXETP00000048283
PECUL23A024987	ENSXETP00000094280
PECUL23A024989	ENSXETP00000076951
PECUL23A024992	ENSXETP00000083544
PECUL23A024997	ENSXETP00000087664
PECUL23A024999	ENSXETP00000100799
PECUL23A025005	ENSXETP00000082495
PECUL23A025006	ENSXETP00000087461
PECUL23A025014	ENSXETP00000095535
PECUL23A025022	ENSXETP00000078037
PECUL23A025023	ENSXETP00000095239
PECUL23A025024	ENSXETP00000066019
PECUL23A025031	ENSXETP00000075535
PECUL23A025033	ENSXETP00000066019
PECUL23A025035	ENSXETP00000022519
PECUL23A025036	ENSXETP00000016836
PECUL23A025043	ENSXETP00000045789
PECUL23A025044	ENSXETP00000069290
PECUL23A025046	ENSXETP00000055218
PECUL23A025047	ENSXETP00000089250
PECUL23A025048	ENSXETP00000060284
PECUL23A025049	ENSXETP00000060739
PECUL23A025054	ENSXETP00000084857
PECUL23A025058	ENSXETP00000098630
PECUL23A025062	ENSXETP00000062016
PECUL23A025072	ENSXETP00000017280
PECUL23A025075	ENSXETP00000068838
PECUL23A025078	ENSXETP00000015974
PECUL23A025082	ENSXETP00000014863
PECUL23A025085	ENSXETP00000000998
PECUL23A025092	ENSXETP00000074695
PECUL23A025095	ENSXETP00000072868
PECUL23A025099	ENSXETP00000083617
PECUL23A025100	ENSXETP00000054549
PECUL23A025101	ENSXETP00000072578
PECUL23A025102	ENSXETP00000090774
PECUL23A025103	ENSXETP00000086409
PECUL23A025105	ENSXETP00000082304
PECUL23A025106	ENSXETP00000085638
PECUL23A025107	ENSXETP00000098088
PECUL23A025110	ENSXETP00000001005
PECUL23A025111	ENSXETP00000032120
PECUL23A025112	ENSXETP00000066019
PECUL23A025113	ENSXETP00000098853
PECUL23A025116	ENSXETP00000098361
PECUL23A025130	ENSXETP00000080984
PECUL23A025161	ENSXETP00000017051
PECUL23A025164	ENSXETP00000020181
PECUL23A025166	ENSXETP00000096628
PECUL23A025168	ENSXETP00000061094
PECUL23A025172	ENSXETP00000069578
PECUL23A025173	ENSXETP00000071536
PECUL23A025174	ENSXETP00000066019
PECUL23A025175	ENSXETP00000069290
PECUL23A025179	ENSXETP00000068472
PECUL23A025180	ENSXETP00000059460
PECUL23A025208	ENSXETP00000100359
PECUL23A025216	ENSXETP00000056298
PECUL23A025218	ENSXETP00000041240
PECUL23A025220	ENSXETP00000058480
PECUL23A025221	ENSXETP00000072826
PECUL23A025222	ENSXETP00000090986
PECUL23A025224	ENSXETP00000064418
PECUL23A025225	ENSXETP00000075928
PECUL23A025226	ENSXETP00000090160
PECUL23A025229	ENSXETP00000045120
PECUL23A025231	ENSXETP00000036002
PECUL23A025232	ENSXETP00000012387
PECUL23A025233	ENSXETP00000020196
PECUL23A025234	ENSXETP00000040136
PECUL23A025238	ENSXETP00000068496
PECUL23A025240	ENSXETP00000051885
PECUL23A025242	ENSXETP00000089410
PECUL23A025243	ENSXETP00000039627
PECUL23A025244	ENSXETP00000094251
PECUL23A025245	ENSXETP00000061236
PECUL23A025246	ENSXETP00000037017
PECUL23A025249	ENSXETP00000033411
PECUL23A025252	ENSXETP00000058697
PECUL23A025255	ENSXETP00000064850
PECUL23A025259	ENSXETP00000045641
PECUL23A025260	ENSXETP00000018480
PECUL23A025261	ENSXETP00000080180
PECUL23A025262	ENSXETP00000062709
PECUL23A025272	ENSXETP00000064123
PECUL23A025274	ENSXETP00000086177
PECUL23A025275	ENSXETP00000091664
PECUL23A025278	ENSXETP00000067227
PECUL23A025280	ENSXETP00000088195
PECUL23A025282	ENSXETP00000088324
PECUL23A025283	ENSXETP00000026115
PECUL23A025286	ENSXETP00000088861
PECUL23A025288	ENSXETP00000022809
PECUL23A025296	ENSXETP00000058331
PECUL23A025300	ENSXETP00000084015
PECUL23A025302	ENSXETP00000072718
PECUL23A025303	ENSXETP00000050152
PECUL23A025304	ENSXETP00000001133
PECUL23A025306	ENSXETP00000100747
PECUL23A025314	ENSXETP00000027417
PECUL23A025315	ENSXETP00000033273
PECUL23A025317	ENSXETP00000038544
PECUL23A025319	ENSXETP00000002116
PECUL23A025321	ENSXETP00000100751
PECUL23A025322	ENSXETP00000072826
PECUL23A025324	ENSXETP00000077980
PECUL23A025331	ENSXETP00000016217
PECUL23A025337	ENSXETP00000063558
PECUL23A025338	ENSXETP00000061898
PECUL23A025340	ENSXETP00000039380
PECUL23A025355	ENSXETP00000006464
PECUL23A025356	ENSXETP00000080242
PECUL23A025358	ENSXETP00000063420
PECUL23A025359	ENSXETP00000089502
PECUL23A025361	ENSXETP00000025275
PECUL23A025367	ENSXETP00000024915
PECUL23A025369	ENSXETP00000100897
PECUL23A025370	ENSXETP00000037777
PECUL23A025371	ENSXETP00000039413
PECUL23A025373	ENSXETP00000089109
PECUL23A025375	ENSXETP00000059272
PECUL23A025376	ENSXETP00000022475
PECUL23A025377	ENSXETP00000068629
PECUL23A025379	ENSXETP00000017772
PECUL23A025380	ENSXETP00000007674
PECUL23A025381	ENSXETP00000073802
PECUL23A025382	ENSXETP00000089366
PECUL23A025383	ENSXETP00000072826
PECUL23A025385	ENSXETP00000010307
PECUL23A025387	ENSXETP00000009389
PECUL23A025388	ENSXETP00000037268
PECUL23A025398	ENSXETP00000071431
PECUL23A025399	ENSXETP00000061463
PECUL23A025404	ENSXETP00000089410
PECUL23A025405	ENSXETP00000060127
PECUL23A025406	ENSXETP00000071236
PECUL23A025414	ENSXETP00000059886
PECUL23A025416	ENSXETP00000034299
PECUL23A025419	ENSXETP00000087010
PECUL23A025423	ENSXETP00000007982
PECUL23A025424	ENSXETP00000065106
PECUL23A025425	ENSXETP00000083146
PECUL23A025426	ENSXETP00000093483
PECUL23A025427	ENSXETP00000074465
PECUL23A025436	ENSXETP00000025069
PECUL23A025438	ENSXETP00000066019
PECUL23A025439	ENSXETP00000070037
PECUL23A025442	ENSXETP00000088329
PECUL23A025443	ENSXETP00000037632
PECUL23A025445	ENSXETP00000041790
PECUL23A025448	ENSXETP00000101503
PECUL23A025451	ENSXETP00000063359
PECUL23A025452	ENSXETP00000086632
PECUL23A025453	ENSXETP00000100483
PECUL23A025454	ENSXETP00000092009
PECUL23A025455	ENSXETP00000085982
PECUL23A025459	ENSXETP00000007376
PECUL23A025462	ENSXETP00000058964
PECUL23A025466	ENSXETP00000045602
PECUL23A025470	ENSXETP00000049784
PECUL23A025471	ENSXETP00000096886
PECUL23A025478	ENSXETP00000032040
PECUL23A025480	ENSXETP00000086954
PECUL23A025483	ENSXETP00000043668
PECUL23A025487	ENSXETP00000081915
PECUL23A025489	ENSXETP00000085871
PECUL23A025494	ENSXETP00000004033
PECUL23A025496	ENSXETP00000048965
PECUL23A025499	ENSXETP00000088340
PECUL23A025500	ENSXETP00000084682
PECUL23A025503	ENSXETP00000085720
PECUL23A025505	ENSXETP00000046026
PECUL23A025507	ENSXETP00000078884
PECUL23A025508	ENSXETP00000023755
PECUL23A025511	ENSXETP00000053069
PECUL23A025513	ENSXETP00000065146
PECUL23A025524	ENSXETP00000050001
PECUL23A025525	ENSXETP00000100751
PECUL23A025528	ENSXETP00000044049
PECUL23A025529	ENSXETP00000038345
PECUL23A025530	ENSXETP00000079853
PECUL23A025531	ENSXETP00000001805
PECUL23A025532	ENSXETP00000078413
PECUL23A025540	ENSXETP00000045900
PECUL23A025541	ENSXETP00000003421
PECUL23A025546	ENSXETP00000059493
PECUL23A025547	ENSXETP00000092863
PECUL23A025549	ENSXETP00000058423
PECUL23A025551	ENSXETP00000089878
PECUL23A025553	ENSXETP00000069290
PECUL23A025556	ENSXETP00000072902
PECUL23A025557	ENSXETP00000034708
PECUL23A025558	ENSXETP00000061822
PECUL23A025560	ENSXETP00000076843
PECUL23A025562	ENSXETP00000062764
PECUL23A025563	ENSXETP00000067704
PECUL23A025564	ENSXETP00000066057
PECUL23A025567	ENSXETP00000058262
PECUL23A025568	ENSXETP00000062686
PECUL23A025569	ENSXETP00000071026
PECUL23A025570	ENSXETP00000021540
PECUL23A025572	ENSXETP00000076054
PECUL23A025573	ENSXETP00000071194
PECUL23A025575	ENSXETP00000062506
PECUL23A025576	ENSXETP00000069290
PECUL23A025577	ENSXETP00000007304
PECUL23A025579	ENSXETP00000033156
PECUL23A025581	ENSXETP00000089761
PECUL23A025590	ENSXETP00000056972
PECUL23A025596	ENSXETP00000025634
PECUL23A025599	ENSXETP00000091951
PECUL23A025600	ENSXETP00000091119
PECUL23A025601	ENSXETP00000077434
PECUL23A025603	ENSXETP00000066960
PECUL23A025605	ENSXETP00000089410
PECUL23A025606	ENSXETP00000066019
PECUL23A025608	ENSXETP00000027550
PECUL23A025609	ENSXETP00000018724
PECUL23A025610	ENSXETP00000093768
PECUL23A025613	ENSXETP00000010117
PECUL23A025616	ENSXETP00000066019
PECUL23A025618	ENSXETP00000028864
PECUL23A025619	ENSXETP00000089962
PECUL23A025621	ENSXETP00000072826
PECUL23A025622	ENSXETP00000061898
PECUL23A025625	ENSXETP00000085185
PECUL23A025626	ENSXETP00000071542
PECUL23A025628	ENSXETP00000023428
PECUL23A025630	ENSXETP00000003012
PECUL23A025632	ENSXETP00000096611
PECUL23A025633	ENSXETP00000046616
PECUL23A025634	ENSXETP00000061756
PECUL23A025635	ENSXETP00000091803
PECUL23A025636	ENSXETP00000066807
PECUL23A025638	ENSXETP00000095806
PECUL23A025640	ENSXETP00000020167
PECUL23A025643	ENSXETP00000096168
PECUL23A025645	ENSXETP00000035977
PECUL23A025647	ENSXETP00000005311
PECUL23A025650	ENSXETP00000022541
PECUL23A025654	ENSXETP00000086102
PECUL23A025660	ENSXETP00000092796
PECUL23A025665	ENSXETP00000081819
PECUL23A025667	ENSXETP00000008004
PECUL23A025668	ENSXETP00000066019
PECUL23A025672	ENSXETP00000018035
PECUL23A025673	ENSXETP00000075271
PECUL23A025674	ENSXETP00000036152
PECUL23A025676	ENSXETP00000082132
PECUL23A025682	ENSXETP00000037949
PECUL23A025684	ENSXETP00000063198
PECUL23A025691	ENSXETP00000065900
PECUL23A025696	ENSXETP00000073533
PECUL23A025697	ENSXETP00000101493
PECUL23A025701	ENSXETP00000093093
PECUL23A025702	ENSXETP00000007324
PECUL23A025707	ENSXETP00000024984
PECUL23A025708	ENSXETP00000054814
PECUL23A025709	ENSXETP00000094152
PECUL23A025711	ENSXETP00000039954
PECUL23A025714	ENSXETP00000075928
PECUL23A025720	ENSXETP00000096348
PECUL23A025722	ENSXETP00000066019
PECUL23A025723	ENSXETP00000081003
PECUL23A025724	ENSXETP00000059970
PECUL23A025725	ENSXETP00000035661
PECUL23A025726	ENSXETP00000079361
PECUL23A025728	ENSXETP00000001266
PECUL23A025729	ENSXETP00000077434
PECUL23A025731	ENSXETP00000039086
PECUL23A025733	ENSXETP00000053699
PECUL23A025734	ENSXETP00000070502
PECUL23A025739	ENSXETP00000070579
PECUL23A025749	ENSXETP00000014664
PECUL23A025752	ENSXETP00000022144
PECUL23A025756	ENSXETP00000000146
PECUL23A025757	ENSXETP00000066019
PECUL23A025758	ENSXETP00000066019
PECUL23A025759	ENSXETP00000086177
PECUL23A025762	ENSXETP00000012673
PECUL23A025766	ENSXETP00000047070
PECUL23A025771	ENSXETP00000093809
PECUL23A025772	ENSXETP00000061898
PECUL23A025775	ENSXETP00000071236
PECUL23A025778	ENSXETP00000028986
PECUL23A025782	ENSXETP00000040334
PECUL23A025784	ENSXETP00000028255
PECUL23A025789	ENSXETP00000026804
PECUL23A025792	ENSXETP00000061898
PECUL23A025799	ENSXETP00000092262
PECUL23A025801	ENSXETP00000100258
PECUL23A025803	ENSXETP00000072386
PECUL23A025805	ENSXETP00000041807
PECUL23A025807	ENSXETP00000007378
PECUL23A025808	ENSXETP00000073068
PECUL23A025810	ENSXETP00000076411
PECUL23A025812	ENSXETP00000077484
PECUL23A025813	ENSXETP00000097647
PECUL23A025816	ENSXETP00000061236
PECUL23A025817	ENSXETP00000036598
PECUL23A025820	ENSXETP00000021343
PECUL23A025821	ENSXETP00000047640
PECUL23A025825	ENSXETP00000079516
PECUL23A025826	ENSXETP00000001882
PECUL23A025827	ENSXETP00000062983
PECUL23A025828	ENSXETP00000077434
PECUL23A025830	ENSXETP00000015353
PECUL23A025833	ENSXETP00000085587
PECUL23A025835	ENSXETP00000063494
PECUL23A025838	ENSXETP00000072773
PECUL23A025847	ENSXETP00000020305
PECUL23A025850	ENSXETP00000076214
PECUL23A025852	ENSXETP00000073504
PECUL23A025854	ENSXETP00000038598
PECUL23A025858	ENSXETP00000084780
PECUL23A025859	ENSXETP00000091907
PECUL23A025862	ENSXETP00000002002
PECUL23A025865	ENSXETP00000083719
PECUL23A025866	ENSXETP00000069351
PECUL23A025869	ENSXETP00000021778
PECUL23A025873	ENSXETP00000072922
PECUL23A025875	ENSXETP00000052032
PECUL23A025877	ENSXETP00000056614
PECUL23A025878	ENSXETP00000086177
PECUL23A025879	ENSXETP00000072826
PECUL23A025880	ENSXETP00000096310
PECUL23A025881	ENSXETP00000028677
PECUL23A025882	ENSXETP00000030454
PECUL23A025883	ENSXETP00000047771
PECUL23A025887	ENSXETP00000077858
PECUL23A025888	ENSXETP00000036378
PECUL23A025892	ENSXETP00000079181
PECUL23A025896	ENSXETP00000082804
PECUL23A025898	ENSXETP00000069290
PECUL23A025905	ENSXETP00000039396
PECUL23A025909	ENSXETP00000061661
PECUL23A025910	ENSXETP00000084829
PECUL23A025912	ENSXETP00000038507
PECUL23A025914	ENSXETP00000079926
PECUL23A025916	ENSXETP00000002848
PECUL23A025917	ENSXETP00000097366
PECUL23A025920	ENSXETP00000036569
PECUL23A025922	ENSXETP00000089962
PECUL23A025923	ENSXETP00000067147
PECUL23A025926	ENSXETP00000064080
PECUL23A025931	ENSXETP00000081951
PECUL23A025933	ENSXETP00000011415
PECUL23A025934	ENSXETP00000039412
PECUL23A025943	ENSXETP00000086107
PECUL23A025946	ENSXETP00000041055
PECUL23A025949	ENSXETP00000031163
PECUL23A025951	ENSXETP00000063151
PECUL23A025952	ENSXETP00000058839
PECUL23A025953	ENSXETP00000100065
PECUL23A025954	ENSXETP00000051379
PECUL23A025959	ENSXETP00000071026
PECUL23A025969	ENSXETP00000035598
PECUL23A025976	ENSXETP00000019664
PECUL23A025977	ENSXETP00000069707
PECUL23A025978	ENSXETP00000001530
PECUL23A025979	ENSXETP00000042158
PECUL23A025981	ENSXETP00000052110
PECUL23A025982	ENSXETP00000008516
PECUL23A025983	ENSXETP00000070497
PECUL23A025984	ENSXETP00000076185
PECUL23A025985	ENSXETP00000009536
PECUL23A025987	ENSXETP00000041861
PECUL23A025994	ENSXETP00000060815
PECUL23A025995	ENSXETP00000057091
PECUL23A025996	ENSXETP00000072826
PECUL23A025997	ENSXETP00000066019
PECUL23A026001	ENSXETP00000069290
PECUL23A026005	ENSXETP00000067925
PECUL23A026007	ENSXETP00000091658
PECUL23A026008	ENSXETP00000095806
PECUL23A026009	ENSXETP00000060409
PECUL23A026013	ENSXETP00000057524
PECUL23A026014	ENSXETP00000064123
PECUL23A026015	ENSXETP00000069290
PECUL23A026017	ENSXETP00000003768
PECUL23A026021	ENSXETP00000085247
PECUL23A026022	ENSXETP00000030790
PECUL23A026023	ENSXETP00000036572
PECUL23A026024	ENSXETP00000031281
PECUL23A026028	ENSXETP00000100160
PECUL23A026029	ENSXETP00000063683
PECUL23A026033	ENSXETP00000063505
PECUL23A026034	ENSXETP00000082719
PECUL23A026035	ENSXETP00000066800
PECUL23A026039	ENSXETP00000027677
PECUL23A026041	ENSXETP00000060730
PECUL23A026042	ENSXETP00000076515
PECUL23A026043	ENSXETP00000055447
PECUL23A026044	ENSXETP00000082540
PECUL23A026046	ENSXETP00000021155
PECUL23A026047	ENSXETP00000023572
PECUL23A026051	ENSXETP00000082460
PECUL23A026052	ENSXETP00000060474
PECUL23A026053	ENSXETP00000086389
PECUL23A026055	ENSXETP00000010868
PECUL23A026062	ENSXETP00000058872
PECUL23A026064	ENSXETP00000016753
PECUL23A026068	ENSXETP00000056902
PECUL23A026069	ENSXETP00000063215
PECUL23A026071	ENSXETP00000080284
PECUL23A026072	ENSXETP00000061898
PECUL23A026074	ENSXETP00000061970
PECUL23A026076	ENSXETP00000024568
PECUL23A026081	ENSXETP00000096314
PECUL23A026082	ENSXETP00000020247
PECUL23A026086	ENSXETP00000066019
PECUL23A026087	ENSXETP00000066019
PECUL23A026090	ENSXETP00000056600
PECUL23A026097	ENSXETP00000082068
PECUL23A026098	ENSXETP00000085861
PECUL23A026100	ENSXETP00000023674
PECUL23A026101	ENSXETP00000089410
PECUL23A026102	ENSXETP00000069758
PECUL23A026103	ENSXETP00000066436
PECUL23A026105	ENSXETP00000036200
PECUL23A026106	ENSXETP00000094104
PECUL23A026108	ENSXETP00000072669
PECUL23A026117	ENSXETP00000065317
PECUL23A026118	ENSXETP00000097695
PECUL23A026119	ENSXETP00000033129
PECUL23A026120	ENSXETP00000006072
PECUL23A026121	ENSXETP00000036627
PECUL23A026123	ENSXETP00000092077
PECUL23A026125	ENSXETP00000012294
PECUL23A026126	ENSXETP00000077434
PECUL23A026128	ENSXETP00000019414
PECUL23A026129	ENSXETP00000014724
PECUL23A026134	ENSXETP00000018449
PECUL23A026135	ENSXETP00000025122
PECUL23A026136	ENSXETP00000089748
PECUL23A026137	ENSXETP00000091532
PECUL23A026138	ENSXETP00000088811
PECUL23A026141	ENSXETP00000010059
PECUL23A026143	ENSXETP00000022603
PECUL23A026144	ENSXETP00000058781
PECUL23A026145	ENSXETP00000048087
PECUL23A026146	ENSXETP00000013260
PECUL23A026150	ENSXETP00000067222
PECUL23A026154	ENSXETP00000098687
PECUL23A026155	ENSXETP00000044049
PECUL23A026156	ENSXETP00000020627
PECUL23A026157	ENSXETP00000091345
PECUL23A026163	ENSXETP00000046227
PECUL23A026165	ENSXETP00000061898
PECUL23A026168	ENSXETP00000090823
PECUL23A026169	ENSXETP00000037787
PECUL23A026170	ENSXETP00000057179
PECUL23A026171	ENSXETP00000032705
PECUL23A026172	ENSXETP00000072826
PECUL23A026173	ENSXETP00000085718
PECUL23A026174	ENSXETP00000070513
PECUL23A026178	ENSXETP00000024161
PECUL23A026180	ENSXETP00000096495
PECUL23A026181	ENSXETP00000070491
PECUL23A026184	ENSXETP00000040734
PECUL23A026187	ENSXETP00000067000
PECUL23A026190	ENSXETP00000021119
PECUL23A026192	ENSXETP00000075135
PECUL23A026195	ENSXETP00000061898
PECUL23A026196	ENSXETP00000051957
PECUL23A026199	ENSXETP00000100751
PECUL23A026202	ENSXETP00000020063
PECUL23A026204	ENSXETP00000004197
PECUL23A026206	ENSXETP00000022766
PECUL23A026212	ENSXETP00000043648
PECUL23A026214	ENSXETP00000093932
PECUL23A026216	ENSXETP00000095124
PECUL23A026217	ENSXETP00000045740
PECUL23A026218	ENSXETP00000087280
PECUL23A026219	ENSXETP00000069290
PECUL23A026224	ENSXETP00000069242
PECUL23A026226	ENSXETP00000033985
PECUL23A026235	ENSXETP00000094437
PECUL23A026236	ENSXETP00000052035
PECUL23A026237	ENSXETP00000071435
PECUL23A026240	ENSXETP00000066761
PECUL23A026242	ENSXETP00000059864
PECUL23A026244	ENSXETP00000080397
PECUL23A026246	ENSXETP00000072826
PECUL23A026252	ENSXETP00000058458
PECUL23A026253	ENSXETP00000092711
PECUL23A026258	ENSXETP00000100313
PECUL23A026259	ENSXETP00000066019
PECUL23A026263	ENSXETP00000034930
PECUL23A026264	ENSXETP00000036877
PECUL23A026265	ENSXETP00000051839
PECUL23A026266	ENSXETP00000064400
PECUL23A026270	ENSXETP00000084133
PECUL23A026272	ENSXETP00000089245
PECUL23A026273	ENSXETP00000006033
PECUL23A026274	ENSXETP00000065096
PECUL23A026276	ENSXETP00000057536
PECUL23A026283	ENSXETP00000024818
PECUL23A026286	ENSXETP00000101288
PECUL23A026288	ENSXETP00000008746
PECUL23A026295	ENSXETP00000070835
PECUL23A026296	ENSXETP00000061991
PECUL23A026297	ENSXETP00000081314
PECUL23A026299	ENSXETP00000076185
PECUL23A026345	ENSXETP00000009508
PECUL23A026349	ENSXETP00000071463
PECUL23A026350	ENSXETP00000084829
PECUL23A026351	ENSXETP00000017367
PECUL23A026356	ENSXETP00000067350
PECUL23A026357	ENSXETP00000067455
PECUL23A026358	ENSXETP00000090088
PECUL23A026361	ENSXETP00000079487
PECUL23A026363	ENSXETP00000035860
PECUL23A026366	ENSXETP00000058730
PECUL23A026367	ENSXETP00000066019
PECUL23A026369	ENSXETP00000004016
PECUL23A026371	ENSXETP00000058654
PECUL23A026373	ENSXETP00000084124
PECUL23A026375	ENSXETP00000023118
PECUL23A026378	ENSXETP00000084127
PECUL23A026379	ENSXETP00000079539
PECUL23A026380	ENSXETP00000101220
PECUL23A026382	ENSXETP00000045252
PECUL23A026385	ENSXETP00000076048
PECUL23A026389	ENSXETP00000071124
PECUL23A026392	ENSXETP00000080569
PECUL23A026394	ENSXETP00000021555
PECUL23A026395	ENSXETP00000026509
PECUL23A026396	ENSXETP00000045001
PECUL23A026397	ENSXETP00000035229
PECUL23A026398	ENSXETP00000028352
PECUL23A026400	ENSXETP00000013823
PECUL23A026406	ENSXETP00000073680
PECUL23A026407	ENSXETP00000098362
PECUL23A026409	ENSXETP00000087565
PECUL23A026411	ENSXETP00000039727
PECUL23A026425	ENSXETP00000062864
PECUL23A026426	ENSXETP00000002999
PECUL23A026429	ENSXETP00000094390
PECUL23A026436	ENSXETP00000061266
PECUL23A026437	ENSXETP00000089410
PECUL23A026438	ENSXETP00000077434
